,0
total_encounters,861.0
unique_persons,609.0
severity_rate,0.40418118466898956
repeat_rate,0.25184275184275184
severity_auc_test,0.8270413182488932
repeat_auc_test,0.49454910169195876
le_only_severity,0.5829493087557603
bh_only_severity,0.04081632653061224
co_response_severity,0.48
